key,input,outcome
UUGICWXWTLQAGO-NHYWBVRUSA-N,Oc1cc2c(cc1O)[C@@H]1c3ccsc3CN[C@H]1CC2,0.21328382194042206
UEBBYLJZCHTLEG-UHFFFAOYSA-N,COc1ccc2c(c1)CCC(CN(C)CC(=O)O)C2c1ccccc1,0.2331683188676834
JXIHJHXQVDFVFD-JYRVWZFOSA-N,Cc1cc(/C=C2/C(=O)N(C)C(=S)N2C)c(C)n1C1CC1,0.37641441822052
MNNHETWOMOJGCD-UHFFFAOYSA-N,CCCCn1c(CSc2ccccn2)cn(-c2nnc(C(C)(C)C)s2)c1=O,0.5816831588745117
GKJTUMVXJVVWIO-UHFFFAOYSA-N,Cn1c(=O)[nH]c2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(F)cc4)c4ccccc34)c21,0.5321782231330872
BDCUQVJRZGYIDS-OLMNPRSZSA-N,O=C(c1cccc(F)c1-c1ncccn1)N1[C@@H]2CC[C@H]1[C@H](Nc1ccc(C(F)(F)F)cn1)C2,0.5211220979690552
IEOJHRAIYGJUBG-UHFFFAOYSA-N,CC1CCCN(C2(c3ccccc3)CCCCC2)C1,0.5185053944587708
SEWYHYNZMUNBRG-LSYYVWMOSA-N,CN(Cc1ccccc1)C(=O)c1cc(=O)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)Nc2cccc(-c3nn[nH]n3)c2)o1,0.4108910858631134
FITXCLRWDSMQLY-UHFFFAOYSA-N,N#Cc1ccc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2cccs2)N3)cc1,0.5049505233764648
IVZCTPOSLHYVDI-UHFFFAOYSA-N,CC(C(=O)NCc1ccc(C(C)(C)C)cc1C#N)c1ccc(NS(C)(=O)=O)c(F)c1,0.3675742447376251
UEAUQLDIYZMSDU-UHFFFAOYSA-N,COc1ccc(NC(=O)CN2C(=O)NC(C)(c3ccc4c(c3)OCCO4)C2=O)cc1S(N)(=O)=O,0.2788778841495514
IRJDEFVEKZYZIM-UHFFFAOYSA-N,Cc1ccc(N(CC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)S(C)(=O)=O)cc1C,0.5990098714828491
ZRRPHUGYHHONQY-UHFFFAOYSA-N,Clc1ccc(Sc2oc(C3CCOCC3)nc2-c2cnc3cc[nH]c3c2)cc1,0.5445544719696045
GZAMXRQAACXAEF-UHFFFAOYSA-N,COc1ccc(C2=NC(C)(C)N(CC(=O)Nc3cccc(C)c3)C2=O)cc1,0.4639438986778259
HDBYPZURDNCVJI-UHFFFAOYSA-N,c1cncc(-c2nc(NCCC3CCCCC3)c3ccccc3n2)c1,0.6757425665855408
OAASKINNJUWLMI-WGPBWIAQSA-N,CC(C/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1)N(C)C,0.6658415794372559
KCWZGJVSDFYRIX-UHFFFAOYSA-N,COC(=O)C(N)CCCNC(=N)N[N+](=O)[O-],0.14084158837795258
DTLPCCKUYHPFDA-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)c1ccc(C(=O)NCC(=O)NCCCc2ccccc2)cc1,0.44183167815208435
GJRKVGLPQSNSCF-UHFFFAOYSA-N,Cn1cc(C(=O)OCC(=O)Nc2ccccc2Cl)c2ccccc21,0.23679867386817932
FGDAZKVTZICWBW-UHFFFAOYSA-N,O=C(NCc1ccccc1)c1cc(C2COCCN2C(=O)c2ccccc2)on1,0.24257425963878632
AVEOBSQKVNAPTA-UHFFFAOYSA-N,Cc1cc(NC(=S)NNC(=O)c2cccnc2Oc2ccccc2)ccc1Br,0.3910891115665436
OCZQWBISMDLSEK-UHFFFAOYSA-N,CC(C(N)=O)N1c2cccc3cccc(c23)S1(=O)=O,0.25346535444259644
SXJUXJRJKAMBPF-UHFFFAOYSA-N,O=C(CCNC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1)NCCc1ccc(Cl)cc1,0.5174446105957031
YPPSEJUJIDXPJF-ZDUSSCGKSA-N,N#Cc1nc(N2CC[C@H](S(=O)(=O)c3ccc(-n4cccn4)cc3Cl)C2)cc(C(F)(F)F)n1,0.5099009871482849
PHNVTEGJIIUIFF-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)c2sc3ncccc3c2-c2ccc(Cl)cc2)cc1,0.42326733469963074
KEAGVTGHCJWSRR-UHFFFAOYSA-N,Cc1cccc(NC(=O)CSc2nnc3c4c(c(C#N)c(Nc5ccccc5)n23)CC(C)(C)OC4)c1,0.48514851927757263
XGPQUZZKSLWFAZ-UHFFFAOYSA-N,CCC1C(=O)N/C(=N\c2ccc(OC(C)C)cc2)N(Cc2ccc(Cl)cc2)C1=O,0.7240098714828491
HVYKDBUSMZPNKZ-UHFFFAOYSA-N,Cc1ccc(Nc2nc(NCC(F)(F)F)c3nc[nH]c3n2)cc1,0.3118811845779419
QNNDEUPIIBUQDX-UHFFFAOYSA-N,CN1C(=O)C(Cc2ccc(C(C)(C)C)cc2)N=C(c2ccc(O)cc2)c2cc(Cl)ccc21,0.5960395932197571
AFBDOVSBEISTQY-UHFFFAOYSA-N,O=C1c2c(-c3ccccc3)cc(N3CCC(N4CCCC4)CC3)nc2OCCCN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.8131188154220581
CAQMAPBXQIMRLX-UHFFFAOYSA-N,CC1CN(C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)CC(C)O1.O=C(O)C(=O)O,0.24257425963878632
FTYOSVOSXOLKLF-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)ccc1OCCN(C)C,0.5041254162788391
XZKWZMSPSMVVCZ-UHFFFAOYSA-N,O=C1NC2(CCCCC2)N=C1c1ccccc1,0.30858084559440613
LKHDGPNZGMDTQT-UHFFFAOYSA-N,COc1cc(N2CCC(Oc3ccc(F)cc3F)CC2)c(NC(=O)c2cccnc2OC)cn1,0.4387081563472748
ZMJSINXUFGXMIH-UHFFFAOYSA-N,O=S1NC(Cc2ccc3cccc(Cl)c3c2)=NO1,0.5663366317749023
WMLKIRMQFYNVCP-UHFFFAOYSA-N,[O-][N+]1=C(c2ccccc2Cl)c2cc(Cl)ccc2-c2ncncc2C1,0.7475247383117676
BGZQSZZZEVNBPB-UHFFFAOYSA-N,C=CCc1c(C)nc(-c2ccc(OC)cc2)nc1Nc1ccc(CC(=O)O)cc1,0.23102310299873352
VTWTZEHOBOADIH-UHFFFAOYSA-N,c1ccc(-c2csc3ncnc(Sc4nnc5ccccn45)c23)cc1,0.41584157943725586
YYCZYYFGCLAYJS-UHFFFAOYSA-N,O=C1C2C3CC4C(OC(C42)N1c1ccccc1)C3O,0.2569306790828705
CNINCCFOLKJUNS-UHFFFAOYSA-N,CC(=O)N1CCSc2ccc(S(=O)(=O)NCCc3ccc(C)cc3)cc21,0.5112447142601013
GLAVCDLFQQONEK-UHFFFAOYSA-N,Cc1ccccc1C(=O)NCCN1CCOCC1,0.2413366287946701
JIMLDJNLXLMGLX-UHFFFAOYSA-N,NC(=O)CCC(NC(=O)OCc1ccccc1)C(=O)O,0.11262376606464386
BXAFTHRBIYMCOI-UHFFFAOYSA-N,COCCN1C2CCC1c1c(n(C)c3ccc(S(=O)(=O)c4ccc5[nH]ccc5c4)cc13)C2,0.6782178282737732
CDNCXSBSIGOTBR-UHFFFAOYSA-N,Cc1cnc(C(=O)OCC(=O)N2CC(C)CC(C)C2)cn1,0.1187293753027916
UMTZOWPWZLHANK-UPVQGACJSA-N,O=c1[nH]nc2c3c(cccc13)N[C@@H](c1ccc(CN3CCC3)cc1)[C@@H]2c1ccc(F)cc1,0.735973596572876
NKEUCELRWWKAGP-UHFFFAOYSA-N,CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1,0.1613861322402954
FAOCUCIKWLQPRI-UHFFFAOYSA-N,CCN(CC)c1nc(C#N)nc(OC)n1,0.33003300428390503
ZLTFOMZLNGWJLI-UHFFFAOYSA-N,COc1ccc(OC)c(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)c1,0.24381187558174133
OCGGLSQFJOWXTE-CYBMUJFWSA-N,Cc1nc([C@@H]2CCOC2)c2c(N3CCc4cnn(CC(F)(F)F)c4C3)ncnn12,0.47029703855514526
YBTJOTKCDWXHNX-UHFFFAOYSA-N,Cc1cnc(C2CN(c3ccc(C(F)(F)F)cn3)CCN2C(=O)C2CCS(=O)(=O)CC2)s1,0.40759074687957764
TZNWDLLWEJLMRI-UHFFFAOYSA-N,CCc1c(C)sc(NC(=O)c2cc(C3CC3)on2)c1C#N,0.24257425963878632
FERHDMHSEIVAAO-BQYQJAHWSA-N,COc1cc(/C=C/C(=O)N2CCC=CC2=O)c(Cl)c(OC)c1OC,0.24504950642585754
NOSGHHSOTXLUOC-UHFFFAOYSA-N,O=C1c2cc(-c3ccc(OCC4CCC4)cc3)ccc2OCCN1Cc1ncccn1,0.7660890817642212
XJYCSAVVRADENJ-UHFFFAOYSA-N,CC(F)(F)c1nn2cc(-c3cc4ccc(OCc5ccccc5)cc4o3)nc2s1,0.5643564462661743
KIELZMVDBJNNDM-UHFFFAOYSA-N,OC(c1ccc(F)cc1)(C1CCCCC1)C(CN1CCOCC1)c1ccccc1,0.5594059228897095
ZVRNVGABOZFAGJ-UHFFFAOYSA-N,CCNc1cc(C)nc(Nc2ccc(NC(=O)C3CCCC3)cc2)n1,0.42013201117515564
HKSDYVVCYJKCRE-UHFFFAOYSA-N,CCOc1ccc(NS(=O)(=O)c2ccc3nc(O)cc(C(=O)O)c3c2)cc1,0.28217822313308716
AJMGGPFFAUFJLA-UHFFFAOYSA-N,CCOc1ccc(-n2ccn3c(SC(C)C(=O)Nc4ccc(OC)cc4)nnc3c2=O)cc1,0.48638615012168884
COBBNRKBTCBWQP-UHFFFAOYSA-N,Cn1c(-c2ccc3c(c2)OCO3)cc(=O)c2ccccc21,0.721947193145752
MOHPATRPLWJMGH-UHFFFAOYSA-N,COc1cc(C(=O)NC(C)c2ccc3ccccc3c2)cc(Cl)c1O,0.3638613820075989
UOCOSGYGYWYBHS-UHFFFAOYSA-N,COc1ccc(NC(=S)NN=C2Cc3ccccc3C2)cc1,0.4364686608314514
BQPFJKYLPCZFDB-BFHYXJOUSA-N,CCCCc1cn([C@H]2C[C@H](n3cc(C)c(=O)[nH]c3=O)O[C@@H]2CO)nn1,0.3349834978580475
VUGOCNWJAQLFOT-UHFFFAOYSA-N,S=C(NCc1ccncc1)Nc1ccccc1,0.3118811845779419
KKNDYTPYJFGXKQ-UHFFFAOYSA-N,CCOc1ccc(NC(=S)N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1,0.6773927211761475
FACDOVKICWCFJQ-UHFFFAOYSA-N,Clc1cc(Cl)nc(NCCc2c[nH]c3ccccc23)n1,0.7706270813941956
WJUNDLLTCRWEEW-UHFFFAOYSA-N,Cc1cc(C)nc(Nc2ncc(O)n2-c2ccc(Br)cc2)n1,0.5024752616882324
FEXWVJCHYHKQCY-UHFFFAOYSA-N,NC(=O)c1cc(NC(=O)c2cc(-c3cccc(CC(F)F)n3)ccc2Cl)n(-c2ccccc2)n1,0.18910890817642212
UTYIZWMPBOJMLJ-DGOADCAFSA-N,C[C@H](F)c1nc(C(=O)Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)co1,0.21947194635868073
JVSDDGIQDGRFGK-CBAPKCEASA-N,CC1(C)O[C@H]2CCCO[C@@]2(COS(N)(=O)=O)O1,0.18613861501216888
BQYRVARYDSJDJF-NRFANRHFSA-N,Cc1c(C(=O)Nc2ccc(F)c([C@]3(C(F)F)COCC(N)=N3)c2)oc2ccc(Br)cc12,0.31751924753189087
YIGMVHQWYSYFGD-UHFFFAOYSA-N,CCC(=O)c1ccc(OCC(O)Cn2cnc3ccccc32)cc1,0.4092409312725067
NWPBIINCRFZSIN-UHFFFAOYSA-N,CCOc1ccccc1NC(=O)c1sc2nc(C)cc(C)c2c1N,0.3490099012851715
GRDZSVKSWHZAPH-UHFFFAOYSA-N,COc1ccc(NC(=O)CN(C)CC(=O)Nc2ccc(C)c(S(=O)(=O)N3CCCCC3)c2)cc1,0.39438945055007935
UDSXFWUGVXXOFC-SQHXPHCLSA-N,CC[C@H](C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H]([C@@H](C)CC)NC1=O)C(=O)N[C@@H](CO)C(=O)N4)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC3=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N2,0.49958744645118713
FZDNPRCKDNZFJI-UHFFFAOYSA-N,CCN(Cc1ccc2c(c1)OCCO2)C(=O)NCCc1cnn(C)c1,0.49504950642585754
OQISTSSMSVJSIA-ZDUSSCGKSA-N,NC[C@H](Cc1ccccc1)Nc1ncnc2c(C(N)=O)cccc12,0.39075908064842224
SBUBGCBNETYVPK-UHFFFAOYSA-N,COC(=O)c1ccc2c(c1)Nc1ccccc1O2,0.5144389271736145
OODAZHFXYDAPFA-UHFFFAOYSA-N,c1cncc(-c2noc(CN3CCC4CCCCC4C3)n2)c1,0.6485148668289185
VRCVWBLBRDUFTN-UHFFFAOYSA-N,Cc1cc(C)c(NC(=O)CSc2nnc3[nH]c(=O)cc(C)n23)c(C)c1,0.1965346485376358
YFIHMZPJZXRZEL-UHFFFAOYSA-N,Cc1ccc(-n2cnc3cc(C(=O)N4CCc5ccccc54)ccc32)c(C)c1,0.594059407711029
VKASQTLXSYSDGQ-UHFFFAOYSA-N,CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2Cc2cccc(C(F)(F)F)c2)CC3)n1,0.6353135108947754
ARETZXICCILTLH-UHFFFAOYSA-N,O=C(O)C1(Cc2nc3cc(OCc4ccc5ccccc5n4)ccc3n2Cc2ccc(-c3ccc(C(F)(F)F)nc3)cc2)CCCC1,0.49669966101646423
MJAJWZWFTQWGID-UHFFFAOYSA-N,O=C(Cn1ccc2ccccc21)Nc1nnc(CCSCCc2nnc(NC(=O)Cn3ccc4ccccc43)s2)s1,0.4009900987148285
QHCSIWSQYWQLGA-UHFFFAOYSA-N,COc1ccc(C(=O)CSc2nnc(C)s2)cc1,0.17161716520786285
KOBDYNZIRHPFFW-UHFFFAOYSA-N,CC1CCc2c(sc3ncnc(SCC(=O)N(C)C4CCS(=O)(=O)C4)c23)C1,0.2673267424106598
RWRZVYYHXHQQKU-UHFFFAOYSA-N,CCc1ccc(NC(=O)Cn2c(=O)n(-c3ccccc3C)c(=O)c3c2c2cc(OC)ccc2n3C)cc1,0.5338283777236938
RFCXGTDHKLXNER-UHFFFAOYSA-N,Oc1cccc(-c2cccnc2)c1,0.34958747029304504
YMMKVLDFUKHZTJ-UWJYYQICSA-N,Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1nccs1,0.8613861203193665
LPMIDTZXCMEXEY-UHFFFAOYSA-N,CC1(C)NC(=O)N(CNc2ccc(F)cc2)C1=O,0.40470296144485474
CVMGGAWNRBFLIQ-UHFFFAOYSA-N,CCn1nccc1NC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccccc3)c2N)c1,0.22731022536754608
XEOULHMACFMTHS-LRTDYKAYSA-N,CCCNc1nccc(N2CC[C@@H](Oc3ccc(C(C)C(=O)NCC)cc3)C2)c1F,0.5283828377723694
HELOOGGYOBJYPP-UHFFFAOYSA-N,CC(=O)Nc1ccc2c3c4c(cccc4cc2c1)C(=O)N(CCN(C)C)C3=O,0.43193069100379944
LKNHCWRIQYSGKQ-UHFFFAOYSA-N,CCOc1ccc(S(=O)(=O)N(CC(=O)Nc2cc(C)on2)Cc2ccccc2Cl)cc1,0.44884487986564636
IKJFDJLQPHDRTD-ISYVNWANSA-N,CC[C@H]1C[C@@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CC[N@@](C2)[C@@H]13.Cl,0.8630362749099731
RGTKBZBFZSVKLZ-UHFFFAOYSA-N,CC(C)CN(CCCNC(=O)CN1N=C(c2ccccc2)CCC1=O)CC(C)C,0.4298679828643799
MPDFMYRBKDKUKC-UHFFFAOYSA-N,CCc1cc2c(cc1N1CCC(N3CCN(C(=O)CCOCCOCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,0.5490099191665649
ZCCKEVCADASSSM-UHFFFAOYSA-N,CC(O)c1cccc(NC(=O)C2CCCCC2)c1,0.21864686906337738
QEDUANQJMUCQRJ-UHFFFAOYSA-N,CN(Cc1ccccc1F)C(=O)CN1CCN(S(=O)(=O)c2ccc3c(c2)OCCCO3)CC1,0.4369637072086334
KMLNVYUKYBOEGN-UHFFFAOYSA-N,Cc1cccc(N2CCN(C(=O)CCCCCn3c(=S)[nH]c4ccc(N5CCOCC5)cc4c3=O)CC2)c1C,0.592904269695282
AXHVAQJODYIXFO-UHFFFAOYSA-N,OCCN(CCO)c1nc2ccccc2[nH]1,0.2945544421672821
NSCYRQTWDJXZNG-UHFFFAOYSA-N,COC(=O)C1=C(N)Oc2cc(C)nc(O)c2C1c1cccnc1,0.24257425963878632
LBQKOLVBCKNFBP-UHFFFAOYSA-N,COc1ccc(C)cc1NC(=O)Nc1cccc(C)c1,0.2818481922149658
FIUDUCQPUKJUHB-UHFFFAOYSA-N,CCCCNCc1cc(Br)c(OCC(=O)NCc2ccccc2)c(OC)c1.Cl,0.551980197429657
BCQLUFTVCRPODZ-UHFFFAOYSA-M,COc1ccc(Cn2c(-c3ccc(C)cc3)c[n+]3ccccc23)cc1.[Br-],0.698019802570343
ZROUQTNYPCANTN-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC2(c3ccc(OC)c(OC)c3)S(=O)(=O)CCCS2(=O)=O)cc1OC,0.8052805066108704
OCDNGTPNEHVSMA-UHFFFAOYSA-N,CC(C)(C)c1cccc(-c2ccc[nH]c2=O)c1,0.4727722704410553
VWRKPUAXYXGVHK-YBFXNURJSA-N,COc1ccc(/C=N/NC(=O)C(C)n2nnc3ccccc32)cc1OC,0.3864961564540863
KLMJMJCMHNFFTP-UHFFFAOYSA-N,COC(=O)c1c(SC)nc2ccccc2c1OCc1cccc(C)c1,0.6023102402687073
NXINHUNNPLATCI-UHFFFAOYSA-N,COc1cc(C#Cc2sc(NC(=O)NCCOCC3CC3)nc2C)cnc1OC,0.3762376308441162
KDXMKTNMKGKCQD-UHFFFAOYSA-N,NC(=O)C(NC1CCC(c2c[nH]c3ccccc23)CC1)C1CCN(C(=O)Nc2ccc(OC(F)(F)F)cc2)CC1,0.6930692791938782
DSYIHAGYTDJTNX-CYBMUJFWSA-N,COc1cc2c3c(c4ccc(O)cc4c2cc1OC)C[C@H]1CCCN1C3,0.5297029614448547
LAQLCZKPJGMFRM-BJKOFHAPSA-N,CC(C)=CCc1cc([C@H]2Oc3c(ccc(O)c3CC=C(C)C)C(=O)[C@@H]2O)ccc1O,0.29207921028137207
YZQADYQMEREVHM-UHFFFAOYSA-N,COC(=O)c1ccccc1-c1ccc2c(c1)CCC2NC(=O)C1(NC(=O)C(F)(F)F)CC1,0.2673267424106598
JCVSYWFXBGHWIT-UHFFFAOYSA-N,COc1cccc(C(=O)Nc2cc(S(=O)(=O)N3CCCCC3)ccc2OC)c1,0.5610560774803162
DEZXZRTWVQDZCS-UHFFFAOYSA-N,O=C(Nc1cc(S(=O)(=O)N2CCCCC2)ccc1Oc1ccccc1)C1=COCCO1,0.5375412702560425
GZGWASQYURNJLM-HUUCEWRRSA-N,CCOC(=O)N1C=CC(C)=C[C@@H]2[C@@H](N3C(=O)c4ccccc4C3=O)C(=O)N21,0.38646864891052246
JYMXYNCNTYQZBI-UHFFFAOYSA-N,COc1cccc(OC)c1OCCCSc1nc(C)cc(O)n1,0.4660066068172455
HJFWZNLUJDRROD-UHFFFAOYSA-N,O=[N+]([O-])c1ccc2c(c1)Cc1cc(Cl)ccc1-2,0.5759075880050659
VRPJIFMKZZEXLR-UHFFFAOYSA-N,CC(C)(C)OC(=O)NCC(=O)O,0.10643564164638519
CIXDGGFTDWCMLK-UHFFFAOYSA-N,Cc1ccc(NC(=O)Cn2cc(C(=O)C3CCCCC3)c3ccccc32)c(C)c1,0.3490099012851715
MFLPTNSPWVMAAU-UHFFFAOYSA-N,COc1ccc(C)cc1NS(=O)(=O)c1ccc(Br)s1,0.34240925312042236
OAYFBDCWIKYBAY-VLGSPTGOSA-N,Cn1nc(-c2ccc(C(N)=O)cc2)s/c1=N\C1CCCCC1O,0.3391089141368866
TYQMOIOXSPFZDQ-UHFFFAOYSA-N,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5(N)CCOCC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4F)c3)CC2)=C(c2ccc(Cl)cc2)C1,0.5742574334144592
YNSCYOBZGPPEEP-QFIPXVFZSA-N,Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1c(Cl)cncc1Cl)C(=O)N3CC2,0.5363036394119263
IWRPJACIGPZZSD-UHFFFAOYSA-N,CCOC(=O)c1sc(NC(=O)CNC(=O)Cn2cnc3sc(C)c(C)c3c2=O)nc1C,0.19034653902053833
QCNUQZOJWJEVSM-IBGZPJMESA-N,CCC[C@H](Nc1cc(C)nc(-c2ccc(NC(=O)NCC)c(OC)c2)n1)c1cccnc1,0.47194719314575195
WEHXHLWOWGEINY-ZDQMOETHSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](CCCCN)CN(CC(N)=O)C(=O)CCCN,0.2516501545906067
KPXTWHYAWJDFLL-HBWSCVEGSA-N,C[C@H](NC(=O)/C=C/c1ccccc1F)c1cccc(-n2cncn2)c1,0.37128713726997375
RQIUJKJPQZDZJX-UHFFFAOYSA-N,COc1cc2c(-c3ccccc3)c(C)oc2cc1CN1CCN(Cc2ccccc2)CC1,0.6400989890098572
DOVZOBMYWGMKJK-UHFFFAOYSA-N,Cc1ccc2[nH]c(C(=O)O)c(NC(=O)CN3CCN(c4cccc(C)c4C)CC3)c2c1,0.36303630471229553
NYMXIKPEDWDOQL-KSVBBAIVSA-N,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1C21N=C(C)C(N)=N1,0.3638613820075989
FIUMRHWFGDBICI-UHFFFAOYSA-N,COCCN(CC(=O)NCc1ccc2c(c1)OCO2)C(=O)CCC(=O)Nc1nccs1,0.40181517601013184
